text,CompSci.topic,Physics.topic,Math.topic,Statistics.topic
"  The paper evaluates three variants of the Gated Recurrent Unit (GRU) in
recurrent neural networks (RNN) by reducing parameters in the update and reset
gates. We evaluate the three variant GRU models on MNIST and IMDB datasets and
show that these GRU-RNN variant models perform as well as the original GRU RNN
model while reducing the computational expense.
",TRUE,FALSE,FALSE,TRUE
"  This paper describes the Duluth system that participated in SemEval-2017 Task
6 #HashtagWars: Learning a Sense of Humor. The system participated in Subtasks
A and B using N-gram language models, ranking highly in the task evaluation.
This paper discusses the results of our system in the development and
evaluation stages and from two post-evaluation runs.
",TRUE,FALSE,FALSE,FALSE
"  We prove transverse Weitzenböck identities for the horizontal Laplacians of
a totally geodesic foliation. As a consequence, we obtain nullity theorems for
the de Rham cohomology assuming only the positivity of curvature quantities
transverse to the leaves. Those curvature quantities appear in the adiabatic
limit of the canonical variation of the metric.
",FALSE,FALSE,TRUE,FALSE
"  Let (G, \mu) be a pair of a reductive group G over the p-adic integers and a
minuscule cocharacter {\mu} of G defined over an unramified extension. We
introduce and study ""(G, \mu)-displays"" which generalize Zink's Witt vector
displays. We use these to define certain Rapoport-Zink formal schemes purely
group theoretically, i.e. without p-divisible groups.
",FALSE,FALSE,TRUE,FALSE
"  This paper is about the moment problem on a finite-dimensional vector space
of continuous functions. We investigate the structure of the convex cone of
moment functionals (supporting hyperplanes, exposed faces, inner points) and
treat various important special topics on moment functionals (determinacy, set
of atoms of representing measures, core variety).
",FALSE,FALSE,TRUE,FALSE
"  We propose a simple mathematical model for unemployment. Despite its
simpleness, we claim that the model is more realistic and useful than recent
models available in the literature. A case study with real data from Portugal
supports our claim. An optimal control problem is formulated and solved, which
provides some non-trivial and interesting conclusions.
",FALSE,FALSE,FALSE,FALSE
"  I present a web service for querying an embedding of entities in the Wikidata
knowledge graph. The embedding is trained on the Wikidata dump using Gensim's
Word2Vec implementation and a simple graph walk. A REST API is implemented.
Together with the Wikidata API the web service exposes a multilingual resource
for over 600'000 Wikidata items and properties.
",TRUE,FALSE,FALSE,TRUE
"  In this paper we study the problem of photoacoustic inversion in a weakly
attenuating medium. We present explicit reconstruction formulas in such media
and show that the inversion based on such formulas is moderately ill--posed.
Moreover, we present a numerical algorithm for imaging and demonstrate in
numerical experiments the feasibility of this approach.
",FALSE,FALSE,TRUE,FALSE
"  In this work, we plan to develop a system to compare virtual machines with
container technology. We would devise ways to measure the administrator effort
of containers vs. Virtual Machines (VMs). Metrics that will be tested against
include human efforts required, ease of migration, resource utilization and
ease of use using containers and virtual machines.
",TRUE,FALSE,FALSE,FALSE
"  We give a criterion for the existence of non-commutative crepant resolutions
(NCCR's) for certain toric singularities. In particular we recover Broomhead's
result that a 3-dimensional toric Gorenstein singularity has a NCCR. Our result
also yields the existence of a NCCR for a 4-dimensional toric Gorenstein
singularity which is known to have no toric NCCR.
",FALSE,FALSE,TRUE,FALSE
"  Cauchy and exponential transforms are characterized, and constructed, as
canonical holomorphic sections of certain line bundles on the Riemann sphere
defined in terms of the Schwarz function. A well known natural connection
between Schwarz reflection and line bundles defined on the Schottky double of a
planar domain is briefly discussed in the same context.
",FALSE,FALSE,TRUE,FALSE
"  In 1978 Brakke introduced the mean curvature flow in the setting of geometric
measure theory. There exist multiple variants of the original definition. Here
we prove that most of them are indeed equal. One central point is to correct
the proof of Brakke's §3.5, where he develops an estimate for the evolution
of the measure of time-dependent test functions.
",FALSE,FALSE,TRUE,FALSE
"  In this paper, we argue for the adoption of a normative definition of
fairness within the machine learning community. After characterizing this
definition, we review the current literature of Fair ML in light of its
implications. We end by suggesting ways to incorporate a broader community and
generate further debate around how to decide what is fair in ML.
",TRUE,FALSE,FALSE,FALSE
"  Let M be a real Bott manifold with Kähler structure. Using Ishida
characterization we give necessary and sufficient condition for the existence
of the Spin-structure on M. In proof we use the technic developed in Popko,
Szczepański ""Cohomological rigity of oriented Hantzsche-Wendt manifolds""
(Adv. Math. 302 (2016), 1044 - 1068) and characteristic classes.
",FALSE,FALSE,TRUE,FALSE
"  The Ricci iteration is a discrete analogue of the Ricci flow. According to
Perelman, the Ricci flow converges to a Kahler-Einstein metric whenever one
exists, and it has been conjectured that the Ricci iteration should behave
similarly. This article confirms this conjecture. As a special case, this gives
a new method of uniformization of the Riemann sphere.
",FALSE,FALSE,TRUE,FALSE
"  We have recently established some integral inequalities for convex functions
via the Hermite-Hadamard's inequalities. In continuation here, we also
establish some interesting new integral inequalities for convex functions via
the Hermite--Hadamard's inequalities and Jensen's integral inequality. Useful
applications involving special means are also included.
",FALSE,FALSE,TRUE,FALSE
"  We study the family of spin-S quantum spin chains with a nearest neighbor
interaction given by the negative of the singlet projection operator. Using a
random loop representation of the partition function in the limit of zero
temperature and standard techniques of classical statistical mechanics, we
prove dimerization for all sufficiently large values of S.
",FALSE,TRUE,TRUE,FALSE
"  Fix a quadratic order over the ring of integers. An embedding of the
quadratic order into a quaternionic order naturally gives an integral binary
hermitian form over the quadratic order. We show that, in certain cases, this
correspondence is a discriminant preserving bijection between the isomorphism
classes of embeddings and integral binary hermitian forms.
",FALSE,FALSE,TRUE,FALSE
"  In the present paper we propose and study estimators for a wide class of
bivariate measures of concordance for copulas. These measures of concordance
are generated by a copula and generalize Spearman's rho and Gini's gamma. In
the case of Spearman's rho and Gini's gamma the estimators turn out to be the
usual sample versions of these measures of concordance.
",FALSE,FALSE,TRUE,TRUE
"  In this communication, we describe a novel technique for event mining using a
decomposition based approach that combines non-parametric change-point
detection with LDA. We prove theoretical guarantees about sample-complexity and
consistency of the approach. In a companion paper, we will perform a thorough
evaluation of our approach with detailed experiments.
",FALSE,FALSE,FALSE,TRUE
"  We consider the Bradlow equation for vortices which was recently found by
Manton and find a two-parameter class of analytic solutions in closed form on
nontrivial geometries with non-constant curvature. The general solution to our
class of metrics is given by a hypergeometric function and the area of the
vortex domain by the Gaussian hypergeometric function.
",FALSE,FALSE,TRUE,FALSE
"  We give the first examples of closed Laplacian solitons which are shrinking,
and in particular produce closed Laplacian flow solutions with a finite-time
singularity. Extremally Ricci pinched G2-structures (introduced by Bryant)
which are steady Laplacian solitons have also been found. All the examples are
left-invariant G2-structures on solvable Lie groups.
",FALSE,FALSE,TRUE,FALSE
"  A numerical method for free boundary problems for the equation \[
u_{xx}-q(x)u=u_t \] is proposed. The method is based on recent results from
transmutation operators theory allowing one to construct efficiently a complete
system of solutions for this equation generalizing the system of heat
polynomials. The corresponding implementation algorithm is presented.
",FALSE,FALSE,TRUE,FALSE
"  D. Jed Harrison is a full professor at the Department of Chemistry at the
University of Alberta. Here he describes the development of microfluidic
techniques in his lab from the initial demonstration of an integrated
separation system for samples in liquids to the recent development of methods
to fabricate crystalline packed beds with very low defect density.
",FALSE,FALSE,FALSE,FALSE
"  In the present work we prove a Nikol'ski inequality for trigonometric
polynomials and Ul'yanov type inequalities for functions in Lebesgue spaces
with Muckenhoupt weights. Realization result and Jackson inequalities are
obtained. Simultaneous approximation by polynomials is considered. Some uniform
norm inequalities are transferred to weighted Lebesgue space.
",FALSE,FALSE,TRUE,FALSE
"  We develop a local theory for the construction of singular spacetimes in all
spacetime dimensions which become asymptotically self-similar as the
singularity is approached. The techniques developed also allow us to construct
and classify exact self-similar solutions which correspond to the formal
asymptotic expansions of Fefferman and Graham's ambient metric.
",FALSE,FALSE,TRUE,FALSE
"  We prove that the Gromov--Witten theory (GWT) of a projective bundle can be
determined by the Chern classes and the GWT of the base. It completely answers
a question raised in a previous paper (arXiv:1607.00740). Its consequences
include that the GWT of the blow-up of X at a smooth subvariety Z is uniquely
determined by GWT of X, Z plus some topological data.
",FALSE,FALSE,TRUE,FALSE
"  We study the minus order on the algebra of bounded linear operators on a
Hilbert space. By giving a characterization in terms of range additivity, we
show that the intrinsic nature of the minus order is algebraic. Applications to
generalized inverses of the sum of two operators, to systems of operator
equations and to optimization problems are also presented.
",FALSE,FALSE,TRUE,FALSE
"  The purpose of this note is to verify that the results attained in [6] admit
an extension to the multidimensional setting. Namely, for subsets of the two
dimensional torus we find the sharp growth rate of the step(s) of a generalized
arithmetic progression in terms of its size which may be found in an
exponential systems satisfying the Riesz sequence property.
",FALSE,FALSE,TRUE,FALSE
"  This whitepaper proposes the design and adoption of a new generation of
Tensor Processing Unit which has the performance of Google's TPU, yet performs
operations on wide precision data. The new generation TPU is made possible by
implementing arithmetic circuits which compute using a new general purpose,
fractional arithmetic based on the residue number system.
",TRUE,FALSE,FALSE,FALSE
"  We develop a commuting vector field method for a general class of radiating
spacetimes. The metrics considered are certain long range perturbations of
Minkowski space including those constructed from global stability problems in
general relativity. Our method provides sharp peeling estimates for solutions
to both linear and nonlinear (null form) scalar fields.
",FALSE,FALSE,TRUE,FALSE
"  In this article we introduce a simple dynamical system called symplectic
billiards. As opposed to usual/Birkhoff billiards, where length is the
generating function, for symplectic billiards symplectic area is the generating
function. We explore basic properties and exhibit several similarities, but
also differences of symplectic billiards to Birkhoff billiards.
",FALSE,FALSE,TRUE,FALSE
"  In this article, we construct a two-block Gibbs sampler using Polson et al.
(2013) data augmentation technique with Polya-Gamma latent variables for
Bayesian logistic linear mixed models under proper priors. Furthermore, we
prove the uniform ergodicity of this Gibbs sampler, which guarantees the
existence of the central limit theorems for MCMC based estimators.
",FALSE,FALSE,TRUE,TRUE
"  The popular BFGS quasi-Newton minimization algorithm under reasonable
conditions converges globally on smooth convex functions. This result was
proved by Powell in 1976: we consider its implications for functions that are
not smooth. In particular, an analogous convergence result holds for functions,
like the Euclidean norm, that are nonsmooth at the minimizer.
",FALSE,FALSE,TRUE,FALSE
"  We study the two-dimensional stochastic nonlinear wave equations (SNLW) with
an additive space-time white noise forcing. In particular, we introduce a
time-dependent renor- malization and prove that SNLW is pathwise locally
well-posed. As an application of the local well-posedness argument, we also
establish a weak universality result for the renormalized SNLW.
",FALSE,FALSE,TRUE,FALSE
"  We introduce the discrete affine group of a regular tree as a finitely
generated subgroup of the affine group. We describe the Poisson boundary of
random walks on it as a space of configurations. We compute isoperimetric
profile and Hilbert compression exponent of the group. We also discuss metric
relationship with some lamplighter groups and lamplighter graphs.
",FALSE,FALSE,TRUE,FALSE
"  We introduce the notion of tropical defects, certificates that a system of
polynomial equations is not a tropical basis, and provide algorithms for
finding them around affine spaces of complementary dimension to the zero set.
We use these techniques to solve open problems regarding del Pezzo surfaces of
degree 3 and realizability of valuated gaussoids of rank 4.
",TRUE,FALSE,FALSE,FALSE
"  By excluding some regions, in which each eigenvalue of a matrix is not
contained, from the \alpha\beta-type eigenvalue inclusion region provided by
Huang et al.(Electronic Journal of Linear Algebra, 15 (2006) 215-224), a new
eigenvalue inclusion region is given. And it is proved that the new region is
contained in the \alpha\beta-type eigenvalue inclusion region.
",FALSE,FALSE,TRUE,FALSE
"  Complementary auxiliary basis sets for F12 explicitly correlated calculations
appear to be more transferable between orbital basis sets than has been
generally assumed. We also find that aVnZ-F12 basis sets, originally developed
with anionic systems in mind, appear to be superior for noncovalent
interactions as well, and propose a suitable CABS sequence for them.
",FALSE,TRUE,FALSE,FALSE
"  For a reductive group G defined over an algebraically closed field of
positive characteristic, we show that the Frobenius contraction functor of
G-modules is right adjoint to the Frobenius twist of the modules tensored with
the Steinberg module twice. It follows that the Frobenius contraction functor
preserves injectivity, good filtrations, but not semisiplicity.
",FALSE,FALSE,TRUE,FALSE
"  Highly Principled Data Science insists on methodologies that are: (1)
scientifically justified, (2) statistically principled, and (3) computationally
efficient. An astrostatistics collaboration, together with some reminiscences,
illustrates the increased roles statisticians can and should play to ensure
this trio, and to advance the science of data along the way.
",FALSE,FALSE,FALSE,TRUE
"  In this paper, we study a classical construction of lattices from number
fields and obtain a series of new results about their minimum distance and
other characteristics by introducing a new measure of algebraic numbers. In
particular, we show that when the number fields have few complex embeddings,
the minimum distances of these lattices can be computed exactly.
",FALSE,FALSE,TRUE,FALSE
"  We demonstrate an application of the Futamura Projections to human-computer
interaction, and particularly to staging human-computer dialogs. Specifically,
by providing staging analogs to the classical Futamura Projections, we
demonstrate that the Futamura Projections can be applied to the staging of
human-computer dialogs in addition to the execution of programs.
",TRUE,FALSE,FALSE,FALSE
"  We establish upper bounds of bit complexity of computing solution operators
for symmetric hyperbolic systems of PDEs. Here we continue the research started
in in our revious publications where computability, in the rigorous sense of
computable analysis, has been established for solution operators of Cauchy and
dissipative boundary-value problems for such systems.
",TRUE,FALSE,FALSE,FALSE
"  We give a counterexample to the vector generalization of Costa's entropy
power inequality (EPI) due to Liu, Liu, Poor and Shamai. In particular, the
claimed inequality can fail if the matix-valued parameter in the convex
combination does not commute with the covariance of the additive Gaussian
noise. Conversely, the inequality holds if these two matrices commute.
",TRUE,FALSE,FALSE,FALSE
"  Factorable surfaces, i.e. graphs associated with the product of two functions
of one variable, constitute a wide class of surfaces. Such surfaces in the
pseudo-Galilean space with zero Gaussian and mean curvature were obtained in
[1]. In this study, we provide new classification results relating to the
factorable surfaces with non-zero Gaussian and mean curvature.
",FALSE,FALSE,TRUE,FALSE
"  The measurement problem and three other vexing experiments in quantum physics
are described. It is shown how Quantum Field Theory, as formulated by Julian
Schwinger, provides simple solutions for all four experiments. It is also shown
how this theory resolves many other problems of Quantum Mechanics and
Relativity, including a new and simple derivation of E = mc2.
",FALSE,TRUE,FALSE,FALSE
"  In classical mechanics well-known cryptographic algorithms and protocols can
be very useful for construction canonical transformations preserving form of
Hamiltonians. We consider application of a standard generic divisor doubling
for construction of new auto Bäcklund transformations for the Lagrange top
and Hénon-Heiles system separable in parabolic coordinates.
",FALSE,TRUE,TRUE,FALSE
"  In this paper we characterize the surjective linear variation norm isometries
on JB-algebras. Variation norm isometries are precisely the maps that preserve
the maximal deviation, the quantum analogue of the standard deviation, which
plays an important role in quantum statistics. Consequently, we characterize
the Hilbert's metric isometries on cones in JB-algebras.
",FALSE,FALSE,TRUE,FALSE
"  We describe some necessary conditions for the existence of a Hamiltonian path
in any graph (in other words, for a graph to be traceable). These conditions
result in a linear time algorithm to decide the Hamiltonian path problem for
cactus graphs. We apply this algorithm to several molecular databases to report
the numbers of graphs that are traceable cactus graphs.
",TRUE,FALSE,FALSE,FALSE
"  Characteristic classes in space-time manifolds are discussed for both even-
and odd-dimensional spacetimes. In particular, it is shown that the
Einstein--Hilbert action is equivalent to a second Chern-class on a modified
Poincare bundle in four dimensions. Consequently, the cosmological constant and
the trace of an energy-momentum tensor become divisible modulo R/Z.
",FALSE,TRUE,FALSE,FALSE
"  In this paper, we propose a new robustness notion that is applicable for
certifying systems' safety with respect to external disturbance signals. The
proposed input-to-state safety (ISSf) notion allows us to certify systems'
safety in the presence of the disturbances which is analogous to the notion of
input-to-state stability (ISS) for analyzing systems' stability.
",TRUE,FALSE,TRUE,FALSE
"  The article deals with the connection between the second postulate of Euclid
and non-Euclidean geometry. It is shown that the violation of the second
postulate of Euclid inevitably leads to hyperbolic geometry. This eliminates
misunderstandings about the sums of some divergent series. The connection
between hyperbolic geometry and relativistic computations is noted.
",FALSE,FALSE,TRUE,FALSE
"  The main aim of this paper is to extend one of the main results of Iwaniec
and Onninen (Arch. Ration. Mech. Anal., 194: 927-986, 2009). We prove that, the
so called total energy functional defined on the class of radial streachings
between annuli attains its minimum on a total energy diffeomorphism between
annuli. This involves a subtle analysis of some special ODE.
",FALSE,FALSE,TRUE,FALSE
"  The Sturm-Liouville operator with singular potentials on the lasso graph is
considered. We suppose that the potential is known a priori on the boundary
edge, and recover the potential on the loop from a part of the spectrum and
some additional data. We prove the uniqueness theorem and provide a
constructive algorithm for the solution of this partial inverse problem.
",FALSE,FALSE,TRUE,FALSE
"  This note is a short summary of the workshop on ""Energy and time measurements
with high-granular silicon devices"" that took place on the 13/6/16 and the
14/6/16 at DESY/Hamburg in the frame of the first AIDA-2020 Annual Meeting.
This note tries to put forward trends that could be spotted and to emphasise in
particular open issues that were addressed by the speakers.
",FALSE,TRUE,FALSE,FALSE
"  In this paper, we discuss the generalized Hamming weights of a class of
linear codes associated with non-degenerate quadratic forms. In order to do so,
we study the quadratic forms over subspaces of finite field and obtain some
interesting results about subspaces and their dual spaces. On this basis, we
solve all the generalized Hamming weights of these linear codes.
",FALSE,FALSE,TRUE,FALSE
"  Under the Riemann Hypothesis, we improve the error term in the asymptotic
formula related to the counting lattice problem studied in a first part of this
work. The improvement comes from the use of Weyl's bound for exponential sums
of polynomials and a device due to Popov allowing us to get an improved main
term in the sums of certain fractional parts of polynomials.
",FALSE,FALSE,TRUE,FALSE
"  We derive in a direct way the exact controllability of the 1D free
Schrödinger equation with Dirichlet boundary control. We use the so-called
flatness approach, which consists in parametrizing the solution and the control
by the derivatives of a ""flat output"". This provides an explicit and very
regular control achieving the exact controllability in the energy space.
",FALSE,FALSE,TRUE,FALSE
"  We give a generalization of a theorem of Silverman and Stephens regarding the
signs in an elliptic divisibility sequence to the case of an elliptic net. We
also describe applications of this theorem in the study of the distribution of
the signs in elliptic nets and generating elliptic nets using the denominators
of the linear combination of points on elliptic curves.
",FALSE,FALSE,TRUE,FALSE
"  We present a primal--dual memory efficient algorithm for solving a relaxed
version of the general transportation problem. Our approach approximates the
original cost function with a differentiable one that is solved as a sequence
of weighted quadratic transportation problems. The new formulation allows us to
solve differentiable, non-- convex transportation problems.
",TRUE,FALSE,TRUE,FALSE
"  We present an algorithm that computes the product of two n-bit integers in
O(n log n (4\sqrt 2)^{log^* n}) bit operations. Previously, the best known
bound was O(n log n 6^{log^* n}). We also prove that for a fixed prime p,
polynomials in F_p[X] of degree n may be multiplied in O(n log n 4^{log^* n})
bit operations; the previous best bound was O(n log n 8^{log^* n}).
",TRUE,FALSE,FALSE,FALSE
"  In this paper we define canonical sine and cosine transform, convolution
operations, prove convolution theorems in space of integrable functions on real
space. Further, obtain some results require to construct the spaces of
integrable Boehmians then extend this canonical sine and canonical cosine
transforms to space of integrable Boehmians and obtain their properties.
",FALSE,FALSE,TRUE,FALSE
"  We propose a dimensional reduction procedure in the Stolz--Teichner framework
of supersymmetric Euclidean field theories (EFTs) that is well-suited in the
presence of a finite gauge group or, more generally, for field theories over an
orbifold. As an illustration, we give a geometric interpretation of the Chern
character for manifolds with an action by a finite group.
",FALSE,FALSE,TRUE,FALSE
"  We show that the Verdier quotients can be realized as subfactors by the
homotopy theory of additive categories with suspensions developed in
\cite{ZWLi2, ZWLi3}. As applications, we develop the homotopy theory of Nakaoka
twin cotorsion pairs of triangulated categories and prove that Iyama-Yoshino
triangulated subfactors are Verdier quotients under suitable conditions.
",FALSE,FALSE,TRUE,FALSE
"  A functional version of the Kato one-parametric regularisation for the
construction of a dynamical semigroup generator of a relative bound one
perturbation is introduced. It does not require that the minus generator of the
unperturbed semigroup is a positivity preserving operator. The regularisation
is illustrated by an example of a boson-number cut-off regularisation.
",FALSE,FALSE,TRUE,FALSE
"  In this paper we are concerned with the approach to shape analysis based on
the so called Square Root Velocity Transform (SRVT). We propose a
generalisation of the SRVT from Euclidean spaces to shape spaces of curves on
Lie groups and on homogeneous manifolds. The main idea behind our approach is
to exploit the geometry of the natural Lie group actions on these spaces.
",FALSE,FALSE,TRUE,FALSE
"  This paper is concerned with the application of finite element methods to
obtain solutions for steady fully developed second-grade flows in a curved pipe
of circular cross-section and arbitrary curvature ratio, under a given axial
pressure gradient. The qualitative and quantitative behavior of the secondary
flows is analyzed with respect to inertia and viscoelasticity.
",FALSE,TRUE,TRUE,FALSE
"  We describe a benchmark study of collective and nonlinear dynamics in an APS
storage ring. A 1-mm long bunch was assumed in the calculation of wakefield and
element by element particle tracking with distributed wakefield component along
the ring was performed in Elegant simulation. The result of Elegant simulation
differed by less than 5 % from experimental measurement
",FALSE,TRUE,FALSE,FALSE
"  We present a deterministic algorithm for Russian inflection. This algorithm
is implemented in a publicly available web-service www.passare.ru which
provides functions for inflection of single words, word matching and synthesis
of grammatically correct Russian text. The inflectional functions have been
tested against the annotated corpus of Russian language OpenCorpora.
",TRUE,FALSE,FALSE,FALSE
"  In this short note, we present a novel method for computing exact lower and
upper bounds of eigenvalues of a symmetric tridiagonal interval matrix.
Compared to the known methods, our approach is fast, simple to present and to
implement, and avoids any assumptions. Our construction explicitly yields those
matrices for which particular lower and upper bounds are attained.
",TRUE,FALSE,FALSE,FALSE
"  The numerical approximation of 2D elasticity problems is considered, in the
framework of the small strain theory and in connection with the mixed
Hellinger-Reissner variational formulation. A low-order Virtual Element Method
(VEM) with a-priori symmetric stresses is proposed. Several numerical tests are
provided, along with a rigorous stability and convergence analysis.
",FALSE,FALSE,TRUE,FALSE
"  This paper analyzes publication efficiency in terms of Hirsch-index or
h-index and total citations, with an analogy to the Carnot efficiency used in
thermodynamics. Such publication efficiency, with typical value of 30%, can be
utilized to normalize the research output judgment, favoring quality outputs in
reduced quantity, which is currently lacking in many discipline.
",TRUE,FALSE,FALSE,FALSE
"  The bi-Lipschitz geometry is one of the main subjects in the modern approach
of Singularity Theory. However, it rises from works of important mathematicians
of the last century, especially Zariski. In this work we investigate the
Bi-Lipschitz equisingularity of families of Essentially Isolated Determinantal
Singularities inspired by the approach of Mostowski and Gaffney.
",FALSE,FALSE,TRUE,FALSE
"  The structural coefficient of restitution describes the kinetic energy
dissipation upon low-velocity (~0.1 m/s) impact of a small asteroid lander,
MASCOT, against a hard, ideally elastic plane surface. It is a crucial
worst-case input for mission analysis for landing MACOT on a 1km asteroid in
2018. We conducted pendulum tests and describe their analysis and the results.
",FALSE,TRUE,FALSE,FALSE
"  This paper develops non-parametric rotation invariant CUSUMs suited to the
detection of changes in the mean direction as well as changes in the
concentration parameter of angular data. The properties of the CUSUMs are
illustrated by theoretical calculations, Monte Carlo simulation and application
to sequentially observed angular data from health science and astrophysics.
",FALSE,FALSE,FALSE,TRUE
"  We define and study a numerical-range analogue of the notion of spectral set.
Among the results obtained are a positivity criterion and a dilation theorem,
analogous to those already known for spectral sets. An important difference
from the classical definition is the role played in the new definition by the
base point. We present some examples to illustrate this aspect.
",FALSE,FALSE,TRUE,FALSE
"  We derive asymptotic formulas for the solution of the derivative nonlinear
Schrödinger equation on the half-line under the assumption that the initial
and boundary values lie in the Schwartz class. The formulas clearly show the
effect of the boundary on the solution. The approach is based on a nonlinear
steepest descent analysis of an associated Riemann-Hilbert problem.
",FALSE,TRUE,TRUE,FALSE
"  In this note we determine all possible dominations between different products
of manifolds, when none of the factors of the codomain is dominated by
products. As a consequence, we determine the finiteness of every
product-associated functorial semi-norm on the fundamental classes of the
aforementioned products. These results give partial answers to questions of M.
Gromov.
",FALSE,FALSE,TRUE,FALSE
"  In this paper we are interested in the class of n-ary operations on an
arbitrary chain that are quasitrivial, symmetric, nondecreasing, and
associative. We first provide a description of these operations. We then prove
that associativity can be replaced with bisymmetry in the definition of this
class. Finally we investigate the special situation where the chain is finite.
",FALSE,FALSE,TRUE,FALSE
"  Our method of density elimination is generalized to the non-commutative
substructural logic GpsUL*. Then the standard completeness of GpsUL* follows as
a lemma by virtue of previous work by Metcalfe and Montagna. This result shows
that GpsUL* is the logic of pseudo-uninorms and their residua and answered the
question posed by Prof. Metcalfe, Olivetti, Gabbay and Tsinakis.
",FALSE,FALSE,TRUE,FALSE
"  The purpose of this paper is to show that functions that derivate the
two-variable product function and one of the exponential, trigonometric or
hyperbolic functions are also standard derivations. The more general problem
considered is to describe finite sets of differentiable functions such that
derivations with respect to this set are automatically standard derivations.
",FALSE,FALSE,TRUE,FALSE
"  We consider an optimal stopping problem where a constraint is placed on the
distribution of the stopping time. Reformulating the problem in terms of
so-called measure-valued martingales allows us to transform the marginal
constraint into an initial condition and view the problem as a stochastic
control problem; we establish the corresponding dynamic programming principle.
",FALSE,FALSE,TRUE,FALSE
"  We find explicit formulas for the radii and locations of the circles in all
the optimally dense packings of two, three or four equal circles on any flat
torus, defined to be the quotient of the Euclidean plane by the lattice
generated by two independent vectors. We prove the optimality of the
arrangements using techniques from rigidity theory and topological graph
theory.
",FALSE,FALSE,TRUE,FALSE
"  We performed an empirical comparison of ICA and PCA algorithms by applying
them on two simulated noisy time series with varying distribution parameters
and level of noise. In general, ICA shows better results than PCA because it
takes into account higher moments of data distribution. On the other hand, PCA
remains quite sensitive to the level of correlations among signals.
",FALSE,FALSE,FALSE,TRUE
"  Financial crime is a rampant but hidden threat. In spite of this, predictive
policing systems disproportionately target ""street crime"" rather than white
collar crime. This paper presents the White Collar Crime Early Warning System
(WCCEWS), a white collar crime predictive model that uses random forest
classifiers to identify high risk zones for incidents of financial crime.
",TRUE,FALSE,FALSE,FALSE
"  In 1993, Bismut and Zhang establish a mod Z embedding formula of
Atiyah-Patodi-Singer reduced eta invariants. In this paper, we explain the
hidden mod Z term as a spectral flow and extend this embedding formula to the
equivariant family case. In this case, the spectral flow is generalized to the
equivariant chern character of some equivariant Dai-Zhang higher spectral flow.
",FALSE,FALSE,TRUE,FALSE
"  We obtain minimal dimension matrix representations for each of the Lie
algebras of dimension five, six, seven, and eight obtained by Turkowski that
have a non-trivial Levi decomposition. The Key technique involves using
subspace associated to a particular representation of semi-simple Lie algebra
to help in the construction of the radical in the putative Levi decomposition.
",FALSE,FALSE,TRUE,FALSE
"  We study the Riemann-Hilbert problems associated to the Donaldson-Thomas
theory of the resolved conifold. We give explicit solutions in terms of the
Barnes double and triple sine functions. We show that the corresponding tau
function is a non-perturbative partition function, in the sense that its
asymptotic expansion coincides with the topological string partition function.
",FALSE,FALSE,TRUE,FALSE
"  A vector bundle E on a projective variety X is called finite if it satisfies
a nontrivial polynomial equation with integral coefficients. A theorem of Nori
implies that E is finite if and only if the pullback of E to some finite etale
Galois covering of X is trivial. We prove the same statement when X is a
compact complex manifold admitting a Gauduchon astheno-Kahler metric.
",FALSE,FALSE,TRUE,FALSE
"  In the paper we investigate power law for PageRank components for the
Buckley-Osthus model for web graph. We compare different numerical methods for
PageRank calculation. With the best method we do a lot of numerical
experiments. These experiments confirm the hypothesis about power law. At the
end we discuss real model of web-ranking based on the classical PageRank
approach.
",TRUE,FALSE,TRUE,FALSE
"  Presentations for unbraided, braided and symmetric pseudomonoids are defined.
Biequivalences characterising the semistrict bicategories generated by these
presentations are proven. It is shown that these biequivalences categorify
results in the theory of monoids and commutative monoids, and generalise
standard coherence theorems for braided and symmetric monoidal categories.
",TRUE,FALSE,TRUE,FALSE
"  We present a general model allowing ""quantum simulation"" of one-dimensional
Dirac models with 2- and 4-component spinors using ultracold atoms in driven 1D
tilted optical latices. The resulting Dirac physics is illustrated by one of
its well-known manifestations, Zitterbewegung. This general model can be
extended and applied with great flexibility to more complex situations.
",FALSE,TRUE,FALSE,FALSE
"  Heterosis is the improved or increased function of any biological quality in
a hybrid offspring. We have studied yet the largest maize SNP dataset for
traits prediction. We develop linear and non-linear models which consider
relationships between different hybrids as well as other effect. Specially
designed model proved to be efficient and robust in prediction maize's traits.
",FALSE,FALSE,FALSE,TRUE
"  Influence diagrams are a decision-theoretic extension of probabilistic
graphical models. In this paper we show how they can be used to solve the
Brachistochrone problem. We present results of numerical experiments on this
problem, compare the solution provided by the influence diagram with the
optimal solution. The R code used for the experiments is presented in the
Appendix.
",TRUE,FALSE,TRUE,FALSE
"  This is an elementary introduction to infinite-dimensional probability. In
the lectures, we compute the exact mean values of some functionals on C[0,1]
and L[0,1] by considering these functionals as infinite-dimensional random
variables. The results show that there exist the complete concentration of
measure phenomenon for these mean values since the variances are all zeroes.
",FALSE,TRUE,TRUE,TRUE
"  We consider several previously studied online variants of bin packing and
prove new and improved lower bounds on the asymptotic competitive ratios for
them. For that, we use a method of fully adaptive constructions. In particular,
we improve the lower bound for the asymptotic competitive ratio of online
square packing significantly, raising it from roughly 1.68 to above 1.75.
",TRUE,FALSE,FALSE,FALSE
